API_JointAssuredId,API_JointAssuredReference,API_Party_Id,API_CrmIdentifier,API_OrganisationName,API_Salutation,API_FirstName,API_MiddleName,API_LastName,API_Name,API_SearchName,API_EmailAddress,API_Telephone,API_Fax,API_Address_Id,API_AddressName,API_Line1,API_Line2,API_Line3,API_City,API_StateOrProvince,API_Country,API_Postcode
41885,503698,112610,e841a120-c261-49b3-bf43-e128ca8601d9,P5 JA_Party3,null,null,null,null,P5 JA_Party3,P5 JA_Party3,null,null,null,113025,P5 JA_Party3 AddName,P5 JA_Party3 L1,P5 JA_Party3 L2,null,Scunthorpe,null,UNITED KINGDOM,SC1 1SC
41885,503698,112610,e841a120-c261-49b3-bf43-e128ca8601d9,null,Mrs.,Updated,null,P5 JA_Party3,Mrs. Updated P5 JA_Party3,Updated P5 JA_Party3,null,null,null,113025,P5 JA_Party3 AddName,P5 JA_Party3 L1,P5 JA_Party3 L2,null,Scunthorpe,null,UNITED KINGDOM,SC1 1SC
41884,503697,112609,295cec75-7524-4edd-8d9e-5177392f21fe,null,Captain,P4,null,JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,null,null,null,113024,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L2,null,Barnsley,South Yorkshire,UNITED KINGDOM,S20 1sh
41884,503697,112609,295cec75-7524-4edd-8d9e-5177392f21fe,null,Captain,P4,null,JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,null,null,null,113024,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L2,null,Barnsley,South Yorkshire,UNITED KINGDOM,S20 1sh
41883,503696,112608,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,null,null,null,null,P3 JA_Party1,P3 JA_Party1,o@k.com,+4477558899,+44995544225,113023,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L2,null,Halifax,West Yorkshire,UNITED KINGDOM,LE1 1LE
41883,503696,112608,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,null,null,null,null,P3 JA_Party1,P3 JA_Party1,o@k.com,+4477558899,+44995544225,113023,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L2,null,Halifax,West Yorkshire,UNITED KINGDOM,LE1 1LE
41882,503695,112600,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
41882,503695,112600,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
41882,503695,112600,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
41882,503695,112600,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
41882,503695,112600,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
41882,503695,112600,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,null,null,null,null,MyParty,MyParty,MyParty@MyParty.com,2342342341,1231231221,113015,MyParty_AddressName,MyParty_Line1,MyParty_Line2,MyParty_Line3,MyParty_City,MyParty_State,INDIA,123123
41881,503694,112596,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,null,null,null,null,Party26Aug Party1,Party26Aug Party1,null,null,null,113011,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L3,Aberdeen,Aberdeenshire,UNITED KINGDOM,Ab1 1AB
41881,503694,112596,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,null,null,null,null,Party26Aug Party1,Party26Aug Party1,null,null,null,113011,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L3,Aberdeen,Aberdeenshire,UNITED KINGDOM,Ab1 1AB
41880,503693,112592,77802ca7-0bd0-4095-a48f-585dbe947fcd,TestParty,null,null,null,null,TestParty,TestParty,Party@Party.com,4567890876,,113007,PartyAddressName,PartyLine1,PartyLine2,PartyLine3,PartyCity,PartyState,INDIA,3212312
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,SurajParty,null,null,null,null,SurajParty,SurajParty,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party,null,null,null,null,Suraj new Party,Suraj new Party,null,null,null,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41879,503692,112589,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,98789798789,,113004,SurajPartyAddrName,Line 1,Line 2,Line 3,MyCity,Mah,INDIA,7676756
41878,503691,82699,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,null,null,null,null,Tom test crew manager,Tom test crew manager,null,null,null,23905,null,null,null,null,null,null,null,null
41878,503691,82699,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,null,null,null,null,Tom test crew manager,Tom test crew manager,null,null,null,23905,null,null,null,null,null,null,null,null
41877,503690,82697,503e7d67-c737-e711-b767-005056b03908,TOM TEST YACHT PILOT,null,null,null,null,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,janie.welsh@shipownersclub.com,null,null,23903,Test Address Name,null,null,null,Test City,null,ITALY,null
41876,503689,112579,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,+445511225,+44558855221,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,Birmingham,Midlands,UNITED KINGDOM,B37 7HG
41876,503689,112579,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,+445511225,+44558855221,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,Birmingham,Midlands,UNITED KINGDOM,B37 7HG
41875,503688,112572,00000000-0000-0000-0000-000000000000,17 Aug Party 1,null,null,null,null,17 Aug Party 1,17 Aug Party 1,null,null,null,112987,17 Aug Party 1 Add Name,17 Aug Party 1 L1,17 Aug Party 1 L2,17 Aug Party 1 L3,Birmingham,midlands,UNITED KINGDOM,B37 7 HG
41874,503687,112567,00000000-0000-0000-0000-000000000000,14Aug Party1,null,null,null,null,14Aug Party1,14Aug Party1,there@here.com,+448855221,+44775511225,112982,14Aug Party1 Add Name,14Aug Party1 L1,14Aug Party1 L2,14Aug Party1 L3,Birmingham,West Mids,UNITED KINGDOM,B37 7HG
41873,503686,112560,e9c14559-ae61-41c2-8ddd-129f4e463ec3,Party3 Created11Aug@0958,null,null,null,null,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,null,112975,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,BHAm,null,UNITED KINGDOM,B37 7HG
41873,503686,112560,e9c14559-ae61-41c2-8ddd-129f4e463ec3,Party3 Created11Aug@0958,null,null,null,null,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,null,null,112975,Party3 Created11Aug@0958,Party3 Created11Aug@0958,Party3 Created11Aug@0958,null,BHAm,null,UNITED KINGDOM,B37 7HG
41872,503685,1,a1b50254-d215-dd11-b86d-001a4bf0119a,POST & CO (P & I),null,null,null,POST & CO (P & I),POST & CO (P & I),POST & CO (P & I),claims@post-co.com,+31 (10) 453 5888,+31 (10) 452 9575,64,Blaak 31 11th Floor,null,null,null,Rotterdam,null,NETHERLANDS,3011 GA
41871,503684,112548,7804b44f-3f65-ea11-a811-000d3a86ad30,Hero Marine Ltd ,null,null,null,null,Hero Marine Ltd ,Hero Marine Ltd ,null,null,null,112963,null,null,null,null,null,null,null,null
41870,503683,112544,ae07d01c-3b65-ea11-a811-000d3a86ad30,Saga Seafood (PTY) LTD,null,null,null,null,Saga Seafood (PTY) LTD,Saga Seafood (PTY) LTD,null,null,null,112959,null,null,null,null,null,null,null,null
41869,503682,112542,4c50b6d4-3a65-ea11-a811-000d3a86a8cf,Esja Investment PTY,null,null,null,null,Esja Investment PTY,Esja Investment PTY,null,null,null,112957,null,null,null,null,null,null,null,null
41868,503681,112541,95d6e2bf-3a65-ea11-a811-000d3a86ad30,Heinaste Investment (Namibia) (PTY)  LTD,null,null,null,null,Heinaste Investment (Namibia) (PTY)  LTD,Heinaste Investment (Namibia) (PTY)  LTD,null,null,null,112956,null,null,null,null,null,null,null,null
41867,503680,112532,8a1fc663-0965-ea11-a811-000d3a86ad30,Newocean Petroleum Co.  Ltd,null,null,null,null,Newocean Petroleum Co.  Ltd,Newocean Petroleum Co.  Ltd,null,null,null,112947,null,null,null,null,null,null,null,null
41866,503679,112531,f3c77efa-0865-ea11-a811-000d3a86a8cf,RICH CROWN MACHINERY LTD,null,null,null,null,RICH CROWN MACHINERY LTD,RICH CROWN MACHINERY LTD,null,null,null,112946,null,null,null,null,null,null,null,null
41865,503678,112530,5c717ae2-0865-ea11-a811-000d3a86ad30,RICH CROWN ENGINEERING LTD,null,null,null,null,RICH CROWN ENGINEERING LTD,RICH CROWN ENGINEERING LTD,null,null,null,112945,null,null,null,null,null,null,null,null
41864,503677,112528,3f92de86-0165-ea11-a811-000d3a86ad30,Whales Hervey Bay Pty Ltd,null,null,null,null,Whales Hervey Bay Pty Ltd,Whales Hervey Bay Pty Ltd,null,null,null,112943,null,null,null,null,null,null,null,null
41863,503676,112527,de4c1220-0065-ea11-a811-000d3a86ad30,Leesing Logistics (EM) Sdn Bhd,null,null,null,null,Leesing Logistics (EM) Sdn Bhd,Leesing Logistics (EM) Sdn Bhd,null,null,null,112942,null,null,null,null,null,null,null,null
41862,503675,112524,378ced6c-ef64-ea11-a811-000d3a86ad30,PKR Offshore Co.  Ltd.,null,null,null,null,PKR Offshore Co.  Ltd.,PKR Offshore Co.  Ltd.,null,null,null,112939,13F.-4  No. 50,Sec. 1  Xinsheng S. Rd.,Zhongzheng Dist.,Taipei City 10059,Taiwan (R.O.C.),null,TAIWAN,null
41861,503674,112523,9e2e5b69-dd64-ea11-a811-000d3a86ad30,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112938,null,null,null,null,null,null,null,null
41861,503674,112523,9e2e5b69-dd64-ea11-a811-000d3a86ad30,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112938,null,null,null,null,null,null,null,null
41860,503673,112522,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41860,503673,112522,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41860,503673,112522,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41860,503673,112522,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,112937,null,null,null,null,null,null,null,null
41859,503672,112519,d643585c-8564-ea11-a811-000d3a86a8cf,Malaspina Marine Ltd. ,null,null,null,null,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,112934,1500 – 5470 Granville St.  ,null,null,null,Vancouver,BC,CANADA,V6C 3P1
41859,503672,112519,d643585c-8564-ea11-a811-000d3a86a8cf,Malaspina Marine Ltd. ,null,null,null,null,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,112934,1500 – 5470 Granville St.  ,null,null,null,Vancouver,BC,CANADA,V6C 3P1
41858,503671,112516,72277e0e-8464-ea11-a811-000d3a86a8cf,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,112931,null,null,null,null,null,null,null,null
41858,503671,112516,72277e0e-8464-ea11-a811-000d3a86a8cf,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,112931,null,null,null,null,null,null,null,null
