SQL_ApplicationRiskId,API_ApplicationRiskId,SQL_Id,API_Id,SQL_RiskReference,API_RiskReference,SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_MemberName,API_MemberName,SQL_ApplicationId,API_ApplicationId,SQL_ApplicationReference,API_ApplicationReference,SQL_ApplicationType,API_ApplicationType,SQL_EmailAddress,API_EmailAddress,SQL_VesselId,API_VesselId,SQL_ImoNumber,API_ImoNumber,SQL_VesselName,API_VesselName,SQL_VesselType,API_VesselType,SQL_CallSign,API_CallSign,SQL_GrossTonnage,API_GrossTonnage,SQL_YearBuilt,API_YearBuilt,SQL_FlagCountryCode,API_FlagCountryCode,SQL_FlagCountryName,API_FlagCountryName,SQL_PortOfRegistryCode,API_PortOfRegistryCode,SQL_PortOfRegistryName,API_PortOfRegistryName,SQL_RiskCategoryName,API_RiskCategoryName,SQL_EngineHorsePower,API_EngineHorsePower,SQL_TrademarkEngineModelNumber,API_TrademarkEngineModelNumber,Status
150816,150816,130177,130177,682635,682635,44903,44903,73327,73327,Test2Member Altered,Test2Member Created,76167,76167,1044643,1044643,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130177,130177,4565541,4565541,Riskfor Test2,Riskfor Test2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,gf54,gf54,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150815,150815,130176,130176,682634,682634,44902,44902,73326,73326,Test1Member Updated,Test1Member Updated,76166,76166,1044642,1044642,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130176,130176,5435339,5435339,Test1 Policy1Risk,Test1 Policy1Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,6467tryhrt,6467tryhrt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150813,150813,130176,130176,682634,682634,44902,44902,73326,73326,Test1Member Updated,Test1Member Updated,76163,76163,1044640,1044640,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130176,130176,5435339,5435339,Test1 Policy1Risk,Test1 Policy1Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,6467tryhrt,6467tryhrt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150812,150812,130176,130176,682634,682634,44902,44902,73326,73326,Test1Member Updated,Test1Member Created,76162,76162,1044640,1044640,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130176,130176,5435339,5435339,Test1 Policy1Risk,Test1 Policy1Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,6467tryhrt,6467tryhrt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150811,150811,130174,130174,682632,682632,44900,44900,73324,73324,Member For1044636,Member For1044636,76161,76161,1044636,1044636,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130174,130174,5767079,5767079,Risk For1044636,Risk For1044636,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jhvhj,jhvhj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150810,150810,130173,130173,682631,682631,44899,44899,73323,73323,Member For1044635,Member For1044635,76160,76160,1044635,1044635,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130173,130173,7587590,7587590,Risk For1044635,Risk For1044635,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,gjj,gjj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150809,150809,130172,130172,682630,682630,44898,44898,73322,73322,Member For1044634,Member For1044634,76159,76159,1044634,1044634,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130172,130172,6757863,6757863,Risk For1044634,Risk For1044634,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jh,jh,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150808,150808,130171,130171,682629,682629,44897,44897,73321,73321,Member For1044633,Member For1044633,76158,76158,1044633,1044633,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130171,130171,7987697,7987697,Rsk For1044633,Rsk For1044633,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,fgf,fgf,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,GEN,GEN,GENOA,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150807,150807,130175,130175,682633,682633,44901,44901,73325,73325,Member for PartyCheck,Member for PartyCheck,76157,76157,1044639,1044639,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130175,130175,6458716,6458716,RiskFor Party,RiskFor Party,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,gy,gy,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150805,150805,130175,130175,682633,682633,44901,44901,73325,73325,Member for PartyCheck,Member for PartyCheck,76155,76155,1044638,1044638,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130175,130175,6458716,6458716,RiskFor Party,RiskFor Party,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,gy,gy,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150804,150804,130175,130175,682633,682633,44901,44901,73325,73325,Member for PartyCheck,Member for PartyCheck,76154,76154,1044638,1044638,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130175,130175,6458716,6458716,RiskFor Party,RiskFor Party,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,gy,gy,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150797,150796,130140,130139,682598,682597,44888,44888,73312,73312,Member For155071,Member For155071,76150,76150,1044606,1044606,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130140,130139,null,null,Risk 2 1044606,Risk 1 1044606,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150796,150796,130139,130139,682597,682597,44888,44888,73312,73312,Member For155071,Member For155071,76150,76150,1044606,1044606,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130139,130139,null,null,Risk 1 1044606,Risk 1 1044606,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150795,150795,130174,130174,682632,682632,44900,44900,73324,73324,Member For1044636,Member For1044636,76149,76149,1044636,1044636,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130174,130174,5767079,5767079,Risk For1044636,Risk For1044636,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jhvhj,jhvhj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150794,150794,130173,130173,682631,682631,44899,44899,73323,73323,Member For1044635,Member For1044635,76148,76148,1044635,1044635,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130173,130173,7587590,7587590,Risk For1044635,Risk For1044635,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,gjj,gjj,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150793,150793,130172,130172,682630,682630,44898,44898,73322,73322,Member For1044634,Member For1044634,76147,76147,1044634,1044634,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130172,130172,6757863,6757863,Risk For1044634,Risk For1044634,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,jh,jh,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150792,150792,130171,130171,682629,682629,44897,44897,73321,73321,Member For1044633,Member For1044633,76146,76146,1044633,1044633,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130171,130171,7987697,7987697,Rsk For1044633,Rsk For1044633,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,fgf,fgf,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,GEN,TRE,GENOA,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150791,150791,130170,130170,682628,682628,44896,44896,73320,73320,NewMember For1044632,NewMember For1044632,76145,76145,1044632,1044632,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130170,130170,9790086,9790086,Any NewVessel,Any NewVessel,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,67678,67678,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150790,150790,130170,130170,682628,682628,44896,44896,73320,73320,NewMember For1044632,NewMember For1044632,76144,76144,1044632,1044632,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130170,130170,9790086,9790086,Any NewVessel,Any NewVessel,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,67678,67678,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150789,150789,130150,130150,682608,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76143,76143,1044631,1044631,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130150,130150,3465457,3465457,Moribund the Burgermeister,Moribund the Burgermeister,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ddd,ddd,2000,2000,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150788,150789,130151,130150,682609,682608,44889,44889,73313,73313,Member For1044613,Member For1044613,76143,76143,1044631,1044631,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130151,130150,7835636,3465457,Major Tom,Moribund the Burgermeister,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,eee,ddd,2500,2000,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150785,150784,130169,130168,682627,682626,44895,44895,73319,73319,RevisedMember Name1044630,RevisedMember Name1044630,76141,76141,1044630,1044630,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130169,130168,5475676,2353243,Risk 2 Name1044630,Risk 1 Name1044630,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,uuu,ttt,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150784,150784,130168,130168,682626,682626,44895,44895,73319,73319,RevisedMember Name1044630,RevisedMember Name1044630,76141,76141,1044630,1044630,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130168,130168,2353243,2353243,Risk 1 Name1044630,Risk 1 Name1044630,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ttt,ttt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150783,150782,130169,130168,682627,682626,44895,44895,73319,73319,RevisedMember Name1044630,StartMember Name1044630,76140,76140,1044630,1044630,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130169,130168,5475676,2353243,Risk 2 Name1044630,Risk 1 Name1044630,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,uuu,ttt,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150782,150782,130168,130168,682626,682626,44895,44895,73319,73319,RevisedMember Name1044630,StartMember Name1044630,76140,76140,1044630,1044630,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130168,130168,2353243,2353243,Risk 1 Name1044630,Risk 1 Name1044630,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ttt,ttt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150781,150781,130153,130153,682611,682611,44891,44891,73315,73315,Member For1044615,Member For1044615,76139,76139,1044629,1044629,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130153,130153,4643537,4643537,Risk 1 1044615,Risk 1 1044615,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ggg,ggg,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150779,150778,130167,130166,682625,682624,44894,44894,73318,73318,Updated Member Name,Updated Member Name,76137,76137,1044628,1044628,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130167,130166,2354089,3454355,Risk 2 For1044628,Risk 1 For1044628,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,uuu,ttt,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150778,150778,130166,130166,682624,682624,44894,44894,73318,73318,Updated Member Name,Updated Member Name,76137,76137,1044628,1044628,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130166,130166,3454355,3454355,Risk 1 For1044628,Risk 1 For1044628,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ttt,ttt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150777,150776,130167,130166,682625,682624,44894,44894,73318,73318,Updated Member Name,Member ForMTARenewals,76136,76136,1044628,1044628,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130167,130166,2354089,3454355,Risk 2 For1044628,Risk 1 For1044628,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,uuu,ttt,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150776,150776,130166,130166,682624,682624,44894,44894,73318,73318,Updated Member Name,Member ForMTARenewals,76136,76136,1044628,1044628,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130166,130166,3454355,3454355,Risk 1 For1044628,Risk 1 For1044628,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ttt,ttt,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150775,150774,130161,130160,682619,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76135,76135,1044627,1044627,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130161,130160,2432415,2349010,Risk 2 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ooo,nnn,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150774,150774,130160,130160,682618,682618,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76135,76135,1044627,1044627,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130160,130160,2349010,2349010,Risk 1 For1044620,Risk 1 For1044620,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,nnn,nnn,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150773,150772,130163,130162,682621,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76134,76134,1044626,1044626,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130162,3458923,3458727,Risk 2 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,ppp,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150772,150772,130162,130162,682620,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76134,76134,1044626,1044626,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130162,130162,3458727,3458727,Risk 1 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ppp,ppp,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150761,150761,130165,130165,682623,682623,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76127,76127,1044623,1044623,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130165,130165,2342933,2342933,Risk 1 For1044623,Risk 1 For1044623,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,sss,sss,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150760,150760,130165,130165,682623,682623,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76126,76126,1044623,1044623,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130165,130165,2342933,2342933,Risk 1 For1044623,Risk 1 For1044623,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,sss,sss,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150759,150759,130164,130164,682622,682622,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76125,76125,1044622,1044622,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130164,130164,2342323,2342323,Risk 1 For1044622,Risk 1 For1044622,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,rrr,rrr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150758,150758,130164,130164,682622,682622,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76124,76124,1044622,1044622,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130164,130164,2342323,2342323,Risk 1 For1044622,Risk 1 For1044622,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,rrr,rrr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150757,150756,130163,130162,682621,682620,44893,44893,73317,73317,MemberFor RenewalOne,MemberFor RenewalOne,76123,76123,1044621,1044621,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130163,130162,3458923,3458727,Risk 2 For1044621,Risk 1 For1044621,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,qqq,ppp,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
